1.000000000000000000e+00,0.000000000000000000e+00,5.235999999999999943e+01,4.885200000000000209e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.372670600000000000e+07,8.284000000000000341e+01,5.235000000000000142e+01,4.980000000000000426e+00,6.534000000000000000e+03,0.000000000000000000e+00
3.581503600000000000e+07,9.884999999999999432e+01,5.242000000000000171e+01,4.959999999999999964e+00,8.383000000000000000e+03,0.000000000000000000e+00
3.155312100000000000e+07,1.430999999999999943e+02,5.242999999999999972e+01,4.919999999999999929e+00,8.134000000000000000e+03,0.000000000000000000e+00
3.474582300000000000e+07,8.190000000000000568e+01,5.229999999999999716e+01,5.009999999999999787e+00,1.079000000000000000e+04,0.000000000000000000e+00
4.458694700000000000e+07,1.506299999999999955e+02,5.231000000000000227e+01,5.030000000000000249e+00,1.130100000000000000e+04,0.000000000000000000e+00
1.580125300000000000e+07,8.473000000000000398e+01,5.235000000000000142e+01,4.959999999999999964e+00,5.200000000000000000e+03,0.000000000000000000e+00
1.957202400000000000e+07,2.626499999999999773e+02,5.231000000000000227e+01,4.910000000000000142e+00,5.809000000000000000e+03,0.000000000000000000e+00
1.880151800000000000e+07,1.318000000000000114e+02,5.234000000000000341e+01,4.959999999999999964e+00,5.546000000000000000e+03,0.000000000000000000e+00
2.973384000000000000e+06,1.741599999999999966e+02,5.231000000000000227e+01,4.910000000000000142e+00,5.809000000000000000e+03,0.000000000000000000e+00
3.498547300000000000e+07,1.270900000000000034e+02,5.242999999999999972e+01,5.040000000000000036e+00,1.307300000000000000e+04,0.000000000000000000e+00
6.208213654046741760e+17,1.129699999999999989e+02,5.232999999999999829e+01,4.940000000000000391e+00,4.999000000000000000e+03,0.000000000000000000e+00
4.417477000000000000e+07,5.553999999999999915e+01,5.234000000000000341e+01,4.950000000000000178e+00,4.931000000000000000e+03,0.000000000000000000e+00
5.088839200000000000e+07,1.412100000000000080e+02,5.231000000000000227e+01,5.040000000000000036e+00,1.189700000000000000e+04,0.000000000000000000e+00
3.174266300000000000e+07,8.379000000000000625e+01,5.229999999999999716e+01,5.009999999999999787e+00,1.079000000000000000e+04,0.000000000000000000e+00
4.886419000000000000e+07,3.295000000000000000e+02,5.234000000000000341e+01,5.000000000000000000e+00,8.108000000000000000e+03,0.000000000000000000e+00
5.006581100000000000e+07,2.588899999999999864e+02,5.227000000000000313e+01,4.969999999999999751e+00,1.154900000000000000e+04,0.000000000000000000e+00
5.134042100000000000e+07,2.588899999999999864e+02,5.232999999999999829e+01,4.940000000000000391e+00,4.999000000000000000e+03,0.000000000000000000e+00
5.047229000000000000e+07,4.518999999999999773e+01,5.232999999999999829e+01,4.929999999999999716e+00,4.515000000000000000e+03,0.000000000000000000e+00
1.808264500000000000e+07,1.412100000000000080e+02,5.234000000000000341e+01,4.959999999999999964e+00,5.546000000000000000e+03,0.000000000000000000e+00
3.324158300000000000e+07,6.985299999999999727e+02,5.239000000000000057e+01,4.830000000000000071e+00,5.017000000000000000e+03,0.000000000000000000e+00
3.324144300000000000e+07,2.165300000000000011e+02,5.239000000000000057e+01,4.830000000000000071e+00,5.017000000000000000e+03,0.000000000000000000e+00
6.302057003959046400e+17,6.025099999999999909e+02,5.232999999999999829e+01,4.940000000000000391e+00,4.999000000000000000e+03,0.000000000000000000e+00
4.770987300000000000e+07,1.976999999999999886e+02,5.239999999999999858e+01,4.879999999999999893e+00,4.462000000000000000e+03,0.000000000000000000e+00
3.524352100000000000e+07,1.440399999999999920e+02,5.231000000000000227e+01,4.870000000000000107e+00,5.655000000000000000e+03,0.000000000000000000e+00
2.818000000000000000e+03,4.613000000000000256e+01,5.235999999999999943e+01,4.940000000000000391e+00,3.721000000000000000e+03,0.000000000000000000e+00
2.016800000000000000e+04,9.979000000000000625e+01,5.235999999999999943e+01,4.889999999999999680e+00,3.260000000000000000e+02,0.000000000000000000e+00
2.788600000000000000e+04,1.186200000000000045e+02,5.239000000000000057e+01,4.889999999999999680e+00,3.352000000000000000e+03,0.000000000000000000e+00
2.887100000000000000e+04,7.060999999999999943e+01,5.236999999999999744e+01,4.889999999999999680e+00,1.159000000000000000e+03,0.000000000000000000e+00
